sell_form_id,sell_form_title,sell_form_cat,sell_form_type,sell_form_res_type,sell_form_def_value,sell_form_opt,sell_form_pos,sell_form_length,sell_min_value,sell_max_value,sell_form_desc,sell_form_opts_values,sell_form_field_desc,sell_form_param_id,sell_form_param_values,sell_form_parent_id,sell_form_parent_value,sell_form_unit,sell_form_options
3986,Wysokość (cm),86278,3,3,0,8,1,0,0.00,0.00,,,"DLA DZIECI:Domki, namioty",6873,,0,0,,0
3987,Wysokość (cm),86282,3,3,0,8,4,0,0.00,0.00,,,"DLA DZIECI:Domki, namioty",6873,,0,0,,0
3988,Wysokość (cm),86281,3,3,0,8,1,0,0.00,0.00,,,"DLA DZIECI:Domki, namioty",6873,,0,0,,0
3989,Wysokość (cm),86283,3,3,0,8,4,0,0.00,0.00,,,"DLA DZIECI:Domki, namioty",6873,,0,0,,0
3990,Rodzaj,86327,4,2,0,8,0,2,0.00,10.00, -- Wybierz -- |podwieszana|wolnostojąca,0|4|10,DLA DZIECI:Huśtawki ogrodowe,6874,0|4|10,0,0,,0
3991,Rodzaj,86326,4,2,0,8,0,2,0.00,10.00, -- Wybierz -- |podwieszana|wolnostojąca,0|4|10,DLA DZIECI:Huśtawki ogrodowe,6874,0|4|10,0,0,,0
3992,Rodzaj,86328,4,2,0,8,0,2,0.00,10.00, -- Wybierz -- |podwieszana|wolnostojąca,0|4|10,DLA DZIECI:Huśtawki ogrodowe,6874,0|4|10,0,0,,0
3993,Materiał,86280,6,2,0,8,4,1,0.00,7.00,Drewno|Tworzywo|Inny,1|2|4,DLA DZIECI:Huśtawki ogrodowe,6875,4|32|128,0,0,,0
3994,Maks. obciążenie (kg),86280,3,3,0,8,4,0,0.00,0.00,,,DLA DZIECI:Huśtawki ogrodowe,6876,,0,0,,0
3995,Maks. obciążenie (kg),86282,3,3,0,8,6,0,0.00,0.00,,,DLA DZIECI:Huśtawki ogrodowe,6876,,0,0,,0
3996,Maks. obciążenie (kg),86283,3,3,0,8,6,0,0.00,0.00,,,DLA DZIECI:Huśtawki ogrodowe,6876,,0,0,,0
3997,Dodatkowe informacje,86326,6,2,0,8,0,1,0.00,3.00,Demontowana barierka|Demontowane oparcie,1|2,DLA DZIECI:Huśtawki ogrodowe,6888,4|16,0,0,,0
3998,Dodatkowe informacje,86328,6,2,0,8,0,1,0.00,3.00,Demontowana barierka|Demontowane oparcie,1|2,DLA DZIECI:Huśtawki ogrodowe,6888,4|16,0,0,,0
3999,Dodatkowe informacje,86327,6,2,0,8,0,1,0.00,3.00,Demontowana barierka|Demontowane oparcie,1|2,DLA DZIECI:Huśtawki ogrodowe,6888,4|16,0,0,,0
4000,Rodzaj,86279,4,2,0,8,4,2,0.00,70.00, -- Wybierz -- |Stolik|Ławka|Krzesełko|Krzesełko turystyczne|Stolik z krzesłami|Stolik z ławką|Komplet z parasolem|Inne,0|4|10|20|30|40|50|60|70,DLA DZIECI:Meble ogrodowe,6908,0|4|10|20|30|40|50|60|70,0,0,,0
4001,Dodatkowe informacje,86281,6,2,0,8,0,1,0.00,7.00,Daszek przeciwsłoneczny|Pokrywa|Ławka,1|2|4,DLA DZIECI:Meble ogrodowe,6909,4|32|128,0,0,,0
4002,Złożony z,86342,6,2,0,8,4,4,0.00,2047.00,Huśtawki pojedynczej|2 huśtawek pojedynczych|Huśtawki podwójnej|Zjeżdżalni|Drabinki|Domku|Piaskownicy|Ścianki wspinaczkowej|Siatki|Liny|Rury,1|2|4|8|16|32|64|128|256|512|1024,DLA DZIECI:Plac zabaw,6910,4|16|64|256|1024|4096|16384|65536|262144|1048576|4194304,0,0,,0
4003,Ilość sprężyn,86338,1,2,0,8,0,3,1.00,150.00,,,DLA DZIECI:trampoliny,6911,,0,0,,0
4004,Ilość sprężyn,86339,1,2,0,8,0,3,1.00,150.00,,,DLA DZIECI:trampoliny,6911,,0,0,,0
4005,Ilość sprężyn,86340,1,2,0,8,0,3,1.00,150.00,,,DLA DZIECI:trampoliny,6911,,0,0,,0
4006,Ilość nóg,86338,1,2,0,8,0,2,1.00,20.00,,,DLA DZIECI:trampoliny,6912,,0,0,,0
4007,Ilość nóg,86340,1,2,0,8,0,2,1.00,20.00,,,DLA DZIECI:trampoliny,6912,,0,0,,0
4008,Ilość nóg,86339,1,2,0,8,0,2,1.00,20.00,,,DLA DZIECI:trampoliny,6912,,0,0,,0
4009,Wysokość siatki (cm),86340,3,3,0,8,0,3,10.00,300.00,,,DLA DZIECI:trampoliny,6913,,0,0,,0
4010,Drabinka w komplecie,86338,4,2,0,8,0,2,0.00,10.00, -- Wybierz -- |Tak|Nie,0|4|10,DLA DZIECI:trampoliny,6914,0|4|10,0,0,,0
4011,Drabinka w komplecie,86339,4,2,0,8,0,2,0.00,10.00, -- Wybierz -- |Tak|Nie,0|4|10,DLA DZIECI:trampoliny,6914,0|4|10,0,0,,0
4012,Drabinka w komplecie,86340,4,2,0,8,0,2,0.00,10.00, -- Wybierz -- |Tak|Nie,0|4|10,DLA DZIECI:trampoliny,6914,0|4|10,0,0,,0
4013,Długość ślizgu (cm),86283,3,3,0,8,2,4,10.00,1500.00,,,DLA DZIECI:Zjeżdzalnie,6915,,0,0,,0
4014,Rodzaj,86283,4,2,0,8,8,2,0.00,10.00, -- Wybierz -- |Wolnostojąca|Do montażu,0|4|10,DLA DZIECI:Zjeżdzalnie,6916,0|4|10,0,0,,0
4015,Rozmiar,88306,4,2,0,8,2,2,0.00,30.00, -- Wybierz -- |rozmiar 50|rozmiar 56|rozmiar 62|rozmiar 68|rozmiar 74|rozmiar 80|rozmiar 86|rozmiar 92,0|2|4|8|10|15|20|25|30,DLA DZIECI:Odzież chrzest,6948,0|2|4|8|10|15|20|25|30,0,0,,0
4016,Rozmiar,88305,4,2,0,8,2,2,0.00,30.00, -- Wybierz -- |rozmiar 50|rozmiar 56|rozmiar 62|rozmiar 68|rozmiar 74|rozmiar 80|rozmiar 86|rozmiar 92,0|2|4|8|10|15|20|25|30,DLA DZIECI:Odzież chrzest,6948,0|2|4|8|10|15|20|25|30,0,0,,0
4017,Rozmiar,88307,4,2,0,8,2,2,0.00,30.00, -- Wybierz -- |rozmiar 50|rozmiar 56|rozmiar 62|rozmiar 68|rozmiar 74|rozmiar 80|rozmiar 86|rozmiar 92,0|2|4|8|10|15|20|25|30,DLA DZIECI:Odzież chrzest,6948,0|2|4|8|10|15|20|25|30,0,0,,0
4018,Rozmiar,88310,4,2,0,8,2,2,0.00,30.00, -- Wybierz -- |rozmiar 50|rozmiar 56|rozmiar 62|rozmiar 68|rozmiar 74|rozmiar 80|rozmiar 86|rozmiar 92,0|2|4|8|10|15|20|25|30,DLA DZIECI:Odzież chrzest,6948,0|2|4|8|10|15|20|25|30,0,0,,0
4019,Długość sukienki (cm),88307,3,3,0,8,8,0,0.00,0.00,,,DLA DZIECI:Odzież chrzest,6949,,0,0,,0
4020,Szerokość pod pachami (cm),88307,3,3,0,8,6,0,0.00,0.00,,,DLA DZIECI:Odzież chrzest,6950,,0,0,,0
4021,Dodatkowe informacje,88307,6,2,0,8,4,2,0.00,31.00,Nakrycie głowy|Okrycie wierzchnie|Buciki|Szatka|Rajstopy,1|2|4|8|16,DLA DZIECI:Odzież chrzest,6951,2|8|32|128|512,0,0,,0
4022,Dodatkowe informacje,88306,6,2,0,8,4,2,0.00,31.00,Nakrycie głowy|Okrycie wierzchnie|Buciki|Szatka|Rajstopy,1|2|4|8|16,DLA DZIECI:Odzież chrzest,6951,2|8|32|128|512,0,0,,0
4023,Rozmiar (cm),88309,3,3,0,8,1,0,0.00,0.00,,,DLA DZIECI:Buciki chrzest,6952,,0,0,,0
4032,Licencja do wypożyczania,89054,4,2,0,8,7,1,0.00,2.00, -- Wybierz -- |Bez licencji|Z licencją,0|1|2,dla płyt DVD pełne,121,0|1|2,0,0,,0
4034,Polska wersja językowa,89054,6,2,0,8,4,1,0.00,7.00,lektor|napisy|dubbing,1|2|4,"lektor, napisy, dubbing",123,1|2|4,0,0,,0
4035,Liczba płyt w wydaniu,89054,4,2,0,8,6,1,0.00,3.00, -- Wybierz -- |jedna|dwie|trzy i więcej,0|1|2|3,do Płyt DVD i Płyt kompaktowych,124,0|1|2|3,0,0,,0
4037,Proporcje matrycy,89266,4,2,0,8,5,1,0.00,2.00, -- Wybierz -- |Klasyczna 4:3|Panoramiczna,0|1|2,,520,0|1|2,0,0,,0
4038,Czas reakcji (ms),89266,1,2,0,8,20,3,1.00,100.00,,,LCD,1239,,0,0,,0
4039,Kontrast (x:1),89266,1,2,0,8,10,0,0.00,0.00,,,LCD,1240,,0,0,,0
4040,Jasność (cd/m2),89266,1,2,0,8,15,0,0.00,0.00,,,LCD,1241,,0,0,,0
4041,Maksymalny kąt widzenia (stopnie),89266,1,2,0,8,25,0,0.00,0.00,,,LCD,1242,,0,0,,0
4062,Czas premiery,89054,4,2,0,8,1,1,0.00,7.00, -- Wybierz -- |od 2000 roku|lata 90|lata 80|lata 70|lata 60|wcześniejsze,0|1|2|3|4|5|7,Filmy,7036,0|1|2|3|4|5|7,0,0,,0
4063,Czas premiery,20664,4,2,0,8,5,1,0.00,7.00, -- Wybierz -- |od 2000 roku|lata 90|lata 80|lata 70|lata 60|wcześniejsze,0|1|2|3|4|5|7,Filmy,7036,0|1|2|3|4|5|7,0,0,,0
4064,Czas premiery,20602,4,2,0,8,5,1,0.00,7.00, -- Wybierz -- |od 2000 roku|lata 90|lata 80|lata 70|lata 60|wcześniejsze,0|1|2|3|4|5|7,Filmy,7036,0|1|2|3|4|5|7,0,0,,0
4065,Region producenta filmu,20602,4,2,0,8,4,1,0.00,7.00, -- Wybierz -- |Afryka|Ameryka Południowa|Ameryka Północna|Australia|Azja|Europa|Produkcja mieszana,0|1|2|3|4|5|6|7,Filmy,7037,0|1|2|3|4|5|6|7,0,0,,0
4066,Region producenta filmu,20664,4,2,0,8,4,1,0.00,7.00, -- Wybierz -- |Afryka|Ameryka Południowa|Ameryka Północna|Australia|Azja|Europa|Produkcja mieszana,0|1|2|3|4|5|6|7,Filmy,7037,0|1|2|3|4|5|6|7,0,0,,0
4069,Region producenta filmu,89054,4,2,0,8,2,1,0.00,7.00, -- Wybierz -- |Afryka|Ameryka Południowa|Ameryka Północna|Australia|Azja|Europa|Produkcja mieszana,0|1|2|3|4|5|6|7,Filmy,7037,0|1|2|3|4|5|6|7,0,0,,0
4070,Złącze,4313,6,2,0,8,15,2,0.00,31.00,D-Sub|DVI|Dual-link DVI|HDMI|DisplayPort,1|2|4|8|16,Komputery: karty graficzne,7071,16|128|256|512|1024,0,0,,0
4071,Pamięć [MB],4313,1,2,0,8,5,4,31.00,8000.00,,,Komputery: karty graficzne,7074,,0,0,,0
4072,Dodatkowe informacje,13023,6,2,0,8,10,1,0.00,7.00,Dual-GPU (Dwa rdzenie)|Obsługa DX 11|SLI / Crossfire,1|2|4,Komputery: karty graficzne,7075,8|64|256,0,0,,0
4073,Dodatkowe informacje,13024,6,2,0,8,10,1,0.00,7.00,Dual-GPU (Dwa rdzenie)|Obsługa DX 11|SLI / Crossfire,1|2|4,Komputery: karty graficzne,7075,8|64|256,0,0,,0
4077,Przebieg (h),78213,1,2,0,8,2,7,0.00,1000000.00,,,,7109,,0,0,,0
4079,Typ obiektywu,50590,4,2,0,8,18,1,0.00,5.00, -- Wybierz -- |Makro|Fisheye|Standard|Teleobiektyw|Szerokokątny,0|1|2|3|4|5,"Makro, Fisheye, STD, Tele, Wide",7120,0|1|2|3|4|5,0,0,,0
4080,Producent,50590,4,2,0,8,3,2,0.00,19.00, -- Wybierz -- |Canon|Falcon|Leica|Mamiya|Nikon|Olympus|Panasonic|Pentax|Samsung|Samyang|Sigma|Sony|Tamron|Tokina|Voigtlander|Inny|Minolta|Carl Zeiss|FujiFilm,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19,Obiektywy,7121,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19,0,0,,0
4086,Marka,45681,4,2,0,8,0,1,0.00,5.00, -- Wybierz -- |Sally Hansen|Alessandro|Herome|Mavala|Inna,0|1|2|3|4|5,manicure-odżywki,7031,0|1|2|3|4|5,0,0,,0
4087,Pojemność,5363,4,2,0,8,0,1,0.00,3.00, -- Wybierz -- |0-249ml|250-499ml|500ml i więcej,0|1|2|3,szampony,7032,0|1|2|3,0,0,,0
4088,Marka,5363,4,2,0,8,0,2,0.00,24.00, -- Wybierz -- |L'oreal Professionnel|Kerastase|Matrix|Goldwell|Wella SP|Wella Lifetex|Vichy|Avon|Joanna|Tigi|Inna|Joanna Pro|Schwarzkopf BC|Syoss|Schauma|Londa|Farouk Biosilk|Farouk CHI|Seboradin|Ziaja|Kallos|Stapiz|Leo|Yves Rocher,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24,Szampony,7033,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24,0,0,,0
4089,Marka,89001,4,2,0,8,0,2,0.00,22.00, -- Wybierz -- |L'oreal Professionnel|Kerastase|Goldwell|Wella Lifetex|Wella SP|Matrix|Avon|Joanna|Tigi|Inna|Joanna Pro|Londa|Farouk Biosilk|Farouk CHI|Syoss|Schauma|Vichy|Seboradin|Ziaja|Yves Rocher,0|1|2|4|5|6|7|8|9|10|11|12|13|14|15|17|18|19|20|21|22,włosy - maski,7034,0|1|2|4|5|6|7|8|9|10|11|12|13|14|15|17|18|19|20|21|22,0,0,,0
4090,Marka,5364,4,2,0,8,0,2,0.00,22.00, -- Wybierz -- |L'oreal Professionnel|Kerastase|Goldwell|Wella Lifetex|Wella SP|Matrix|Avon|Joanna|Tigi|Inna|Joanna Pro|Londa|Farouk Biosilk|Farouk CHI|Syoss|Schauma|Vichy|Seboradin|Ziaja|Yves Rocher,0|1|2|4|5|6|7|8|9|10|11|12|13|14|15|17|18|19|20|21|22,włosy - maski,7034,0|1|2|4|5|6|7|8|9|10|11|12|13|14|15|17|18|19|20|21|22,0,0,,0
4091,Marka,9315,4,2,0,8,0,2,0.00,18.00, -- Wybierz -- |Wella |Matrix|L'oreal Professionnel|Tigi|Joico|Schwarzkopf Osis|Goldwell|Joanna|Inna|Londa|Farouk CHI|Farouk Biosilk|Joanna Pro|Marion|Ce-Ce|Schwarzkopf Silhoutte|Schwarzkopf BC|Kerastase,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18,włosy - modelowanie,7035,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18,0,0,,0
4092,Marka,45661,4,2,0,8,0,2,0.00,15.00, -- Wybierz -- |L'oreal|Revlon|Avon|Maybelline|Max Factor|Bourjois|Clinique|Vichy|Lancome|Inna|Lumene|e.l.f.|Sleek|Rimmel|Astor,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15,Makijaż Twarz,7068,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15,0,0,,0
4093,Marka,45660,4,2,0,8,0,2,0.00,16.00, -- Wybierz -- |L'oreal|Avon|Dior|Bourjois|Maybelline|MAC|Lancome|Revlon|Chanel|Inna|Lumene|e.l.f.|Sleek|Rimmel|Max Factor|Astor,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16,Makijaż Oczy,7069,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16,0,0,,0
4094,Marka,45662,4,2,0,8,0,2,0.00,16.00, -- Wybierz -- |L'oreal|Avon|Revlon|Lancome|Chanel|Dior|Gosh|Bourjois|MAC|Inna|Lumene|e.l.f.|Sleek|Rimmel|Max Factor|Astor,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16,Makijaż Usta,7070,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16,0,0,,0
4097,Płeć,11764,4,2,0,1,1,1,0.00,3.00, -- Wybierz -- |Chłopcy|Dziewczynki|Uniseks,0|1|2|3,w odzieży niemowlęcej,298,0|1|2|3,0,0,,0
4098,Kolor,11764,6,2,0,8,15,4,0.00,8191.00,Biel|Czerń|Odcienie brązu i beżu|Odcienie fioletu|Odcienie niebieskiego|Odcienie pomarańczowego|Odcienie szarości i srebra|Odcienie zieleni|Odcienie żółtego i złota|Wielokolorowy|Inny kolor|Odcienie czerwieni|Odcienie różu,1|2|4|8|16|32|64|128|256|512|1024|2048|4096,w odzieżu i obuwiu (dla dorosłych i dla dzieci),451,1|2|4|16|32|64|128|256|512|1024|2048|4096|8192,0,0,,0
4099,Wiek dziecka,11764,4,2,0,8,6,3,0.00,100.00, -- Wybierz -- |0 +|3 m +|6 m +|9 m +|12 m +|18 m +|2 lata +|3 lata +|4 lata +|5 lat +|6 lat +|7 lat +|8 lat +|9 lat +|10 lat +|11 lat +|12 lat +|13 lat +|14 lat +,0|1|14|24|28|30|35|40|45|50|55|60|65|70|75|80|85|90|95|100,do zabawek dziecięcych,3475,0|1|14|24|28|30|35|40|45|50|55|60|65|70|75|80|85|90|95|100,0,0,,0
4100,Chłodzenie,13024,4,2,0,8,0,2,0.00,20.00, -- Wybierz -- |Aktywne|Pasywne,0|10|20,Komputery: karty graficzne,7072,0|10|20,0,0,,0
4101,Chłodzenie,13023,4,2,0,8,0,2,0.00,20.00, -- Wybierz -- |Aktywne|Pasywne,0|10|20,Komputery: karty graficzne,7072,0|10|20,0,0,,0
4102,Marka,5351,4,2,0,8,0,2,0.00,21.00, -- Wybierz -- |Mustela|Vichy|Avon|Oriflame|The Body Shop|Bielenda|AA|Dermika|Inna|Ziaja|Palmers|La Roche Posay|Avene|SVR|Emolium|Elancyl|Nuxe|Eveline|A-Derma|Kallos|Yves Rocher,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21,Balsamy do ciała,7134,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21,0,0,,0
4103,Marka,9314,4,2,0,8,0,2,0.00,18.00, -- Wybierz -- |Vichy|Elancyl|AA|Mustela|Tołpa|Avon|L'oreal|Bielenda|Ziaja|Inna|Verona|Clarena|Eveline|Nuxe|Lierac|Pharmaceris|Caudalie|Yves Rocher,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18,Ciało: Wyszczuplające ,7135,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18,0,0,,0
4104,Marka,88999,4,2,0,8,0,1,0.00,6.00, -- Wybierz -- |Men Expert|Vichy Homme|Nivea for Men|Biotherm Homme|AA Men|Inna,0|1|2|3|4|5|6,Twarz: Dla mężczyzn,7136,0|1|2|3|4|5|6,0,0,,0
4110,Marka,5358,4,2,0,8,0,2,0.00,49.00, -- Wybierz -- |Vichy|Avon|Oriflame|Dermika|Avene|Bielenda|L'oreal|Clarena|Lancome|Clinique|Inna|Ziaja|Nuxe|Iwostin|Garnier|Soraya|Nivea|Bandi|La Roche Posay|Pharmaceris|Dermedic|Uriage|Bioderma|IsisPharma|BingoSpa|Eucerin|Farmona|Sylveco|Auriga|Cetaphil|Floslek|Bioliq|SVR|Emolium|AA|Lirene|Dr Irena Eris|Phenome|Lierac|Apis|Olay|Clarins|Dior|Estee Lauder|Yves Rocher|Cetaphil|Caudalie|Tołpa,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|36|37|38|39|40|41|42|43|44|45|46|47|48|49,"Kremy dzien,noc,oczy",7142,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|36|37|38|39|40|41|42|43|44|45|46|47|48|49,0,0,,0
4111,Marka,5359,4,2,0,8,0,2,0.00,49.00, -- Wybierz -- |Vichy|Avon|Oriflame|Dermika|Avene|Bielenda|L'oreal|Clarena|Lancome|Clinique|Inna|Ziaja|Nuxe|Iwostin|Garnier|Soraya|Nivea|Bandi|La Roche Posay|Pharmaceris|Dermedic|Uriage|Bioderma|IsisPharma|BingoSpa|Eucerin|Farmona|Sylveco|Auriga|Cetaphil|Floslek|Bioliq|SVR|Emolium|AA|Lirene|Dr Irena Eris|Phenome|Lierac|Apis|Olay|Clarins|Dior|Estee Lauder|Yves Rocher|Cetaphil|Caudalie|Tołpa,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|36|37|38|39|40|41|42|43|44|45|46|47|48|49,"Kremy dzien,noc,oczy",7142,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|36|37|38|39|40|41|42|43|44|45|46|47|48|49,0,0,,0
4112,Marka,10784,4,2,0,8,0,2,0.00,49.00, -- Wybierz -- |Vichy|Avon|Oriflame|Dermika|Avene|Bielenda|L'oreal|Clarena|Lancome|Clinique|Inna|Ziaja|Nuxe|Iwostin|Garnier|Soraya|Nivea|Bandi|La Roche Posay|Pharmaceris|Dermedic|Uriage|Bioderma|IsisPharma|BingoSpa|Eucerin|Farmona|Sylveco|Auriga|Cetaphil|Floslek|Bioliq|SVR|Emolium|AA|Lirene|Dr Irena Eris|Phenome|Lierac|Apis|Olay|Clarins|Dior|Estee Lauder|Yves Rocher|Cetaphil|Caudalie|Tołpa,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|36|37|38|39|40|41|42|43|44|45|46|47|48|49,"Kremy dzien,noc,oczy",7142,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|36|37|38|39|40|41|42|43|44|45|46|47|48|49,0,0,,0
4113,Marka,89000,4,2,0,8,0,2,0.00,14.00, -- Wybierz -- |Vichy|Bielenda|Estee Lauder|AA|Clarena|Inna|Lancome|Dior|Chanel|Dermika|Caudalie|Tołpa|Ziaja|Yves Rocher,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14,Twarz Serum,7143,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14,0,0,,0
4114,Marka,5352,4,2,0,8,0,2,0.00,23.00, -- Wybierz -- |Ziaja|Avon|Oriflame|Palmolive|Nivea|Aquolina|Inna|Lactacyd|Balneum|Barwa|AA|Emolium|BingoSpa|Dove|Avene|La Roche Posay|SVR|Bioderma|Cetaphil|A-Derma|Caudalie|Tołpa|Yves Rocher,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23,Ciało pod prysznic,7144,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23,0,0,,0
4116,Marka,5355,4,2,0,8,0,2,0.00,10.00, -- Wybierz -- |Sally Hansen|Nail Tek|Avon|Oriflame|Kamill|Alessandro|Neutrogena|Ziaja|Inna|Yves Rocher,0|1|2|3|4|5|6|7|8|9|10,Kremy d rąk,7146,0|1|2|3|4|5|6|7|8|9|10,0,0,,0
4117,Marka,5356,4,2,0,8,0,1,0.00,9.00, -- Wybierz -- |Scholl|Avon|Oriflame|Sally Hansen|Gehwol|Bielenda|Ziaja|Inna|Yves Rocher,0|1|2|3|4|5|6|7|8|9,kremy do stóp,7147,0|1|2|3|4|5|6|7|8|9,0,0,,0
4118,Rozmiar,88304,4,2,0,8,0,2,0.00,60.00, -- Wybierz -- |rozmiar 50-86|rozmiar 86-98|rozmiar 98-110|rozmiar 110-122|rozmiar 122-134|rozmiar 134-146|rozmiar 146-158|powyżej 158,0|4|8|12|20|30|40|50|60,"DLA DZIECI:Kostiumy, przebrania",7153,0|4|8|12|20|30|40|50|60,0,0,,0
4119,Rozmiar,11764,1,2,0,8,4,3,0.00,170.00,,,DLA DZIECI:Odzież,7173,,0,0,см,0
4120,Marka,11764,4,2,0,8,2,3,0.00,518.00, -- Wybierz -- |5.10.15|Adams|Adidas|Besta Plus|Carter's|Cherokee|Denim|Disney|Coccobello|Cubus|Early Days|Gatta|GAP|George|Give-Five|Gymboree|H&M|Hot Oil|KappAhl|Ladybird|Marks & Spencer|Mariquita|Mini Mode|Mothercare|Monsoon|Name it|Next|Nike|Old Navy|Palomino|Puma|Quadri Foglio|Ralph Lauren|Rebel|Reporter|St.Bernard|Reserved|Topolino|Tup tup|Umbro|Wola|Wójcik|Zara|Inna marka|Cool Club|Coccodrillo|girl2girl|C&A|Pepe Jeans|Desigual|Tommy Hilfiger|Barbaras|Pinokio|Mosquito|Reima|Mayoral,0|2|3|4|6|13|15|29|30|35|40|45|47|50|55|63|65|70|75|80|90|100|110|115|120|130|135|150|170|180|190|195|200|205|210|230|250|280|300|320|330|340|350|380|400|420|425|460|510|511|512|513|514|515|516|517|518,DLA DZIECI:Odzież,7174,0|2|3|4|6|13|15|29|30|35|40|45|47|50|55|63|65|70|75|80|90|100|110|115|120|130|135|150|170|180|190|195|200|205|210|230|250|280|300|320|330|340|350|380|400|420|425|460|510|511|512|513|514|515|516|517|518,0,0,,0
4121,Pojemność (litry),28048,1,2,0,8,0,0,0.00,0.00,,,dla akwariów i terrariów,356,,0,0,,0
4122,Pojemność (litry),28047,1,2,0,8,0,0,0.00,0.00,,,dla akwariów i terrariów,356,,0,0,,0
4130,Tematyka,89277,4,2,0,8,5,2,0.00,18.00," -- Wybierz -- |Wielkie wojny, kampanie, bitwy|Władcy, wodzowie, wybitne postaci|Ludy, plemiona, kultury|Podboje, kolonializm, okupacje|Święci, krucjaty, Biblia|Życie codzienne, obyczaje|Pozostałe|Jednostki, armie, formacje wojskowe|Terroryzm, totalitaryzm, separatyzm|Militaria, sprzęt, pojazdy|Mundury, zbroje, odznaki|Narody, państwa, miasta|Rycerstwo, szlachta|Tajemnice, zagadki historii|Lotnictwo|Marynistyka, marynarka wojenna|Polityka, gospodarka|Sport",0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18,Książki / Naukowe... / Historia,5046,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18,0,0,,0
4131,Region,89288,4,2,0,8,0,2,0.00,10.00," -- Wybierz -- |Europa|Ameryka Północna|Ameryka Południowa i Środkowa|Afryka|Azja|Pozostałe|Cały świat|Australia, Oceania",0|3|4|5|6|7|8|9|10,Książki / Naukowe... / Historia,5048,0|3|4|5|6|7|8|9|10,0,0,,0
4132,Region,89292,4,2,0,8,0,2,0.00,10.00," -- Wybierz -- |Europa|Ameryka Północna|Ameryka Południowa i Środkowa|Afryka|Azja|Pozostałe|Cały świat|Australia, Oceania",0|3|4|5|6|7|8|9|10,Książki / Naukowe... / Historia,5048,0|3|4|5|6|7|8|9|10,0,0,,0
4133,Region,89294,4,2,0,8,0,2,0.00,10.00," -- Wybierz -- |Europa|Ameryka Północna|Ameryka Południowa i Środkowa|Afryka|Azja|Pozostałe|Cały świat|Australia, Oceania",0|3|4|5|6|7|8|9|10,Książki / Naukowe... / Historia,5048,0|3|4|5|6|7|8|9|10,0,0,,0
4134,Region,89295,4,2,0,8,0,2,0.00,10.00," -- Wybierz -- |Europa|Ameryka Północna|Ameryka Południowa i Środkowa|Afryka|Azja|Pozostałe|Cały świat|Australia, Oceania",0|3|4|5|6|7|8|9|10,Książki / Naukowe... / Historia,5048,0|3|4|5|6|7|8|9|10,0,0,,0
4135,Region,89290,4,2,0,8,0,2,0.00,10.00," -- Wybierz -- |Europa|Ameryka Północna|Ameryka Południowa i Środkowa|Afryka|Azja|Pozostałe|Cały świat|Australia, Oceania",0|3|4|5|6|7|8|9|10,Książki / Naukowe... / Historia,5048,0|3|4|5|6|7|8|9|10,0,0,,0
